ensembl	symbol	direction
ENSG00000163923	RPL39L	-1
ENSG00000163930	BAP1	-1
ENSG00000163931	TKT	-1
ENSG00000163932	PRKCD	-1
ENSG00000163933	RFT1	-1
ENSG00000163935	SFMBT1	-1
ENSG00000163938	GNL3	-1
ENSG00000163939	PBRM1	-1
ENSG00000163958	ZDHHC19	-1
ENSG00000163961	RNF168	-1
ENSG00000164002	EXO5	-1
ENSG00000164038	SLC9B2	-1
ENSG00000164045	CDC25A	-1
ENSG00000164048	ZNF589	-1
ENSG00000164050	PLXNB1	-1
ENSG00000164051	CCDC51	-1
ENSG00000164053	ATRIP	-1
ENSG00000164054	SHISA5	-1
ENSG00000164061	BSN	-1
ENSG00000164062	APEH	-1
ENSG00000164068	RNF123	-1
ENSG00000164077	MON1A	-1
ENSG00000164080	RAD54L2	-1
ENSG00000164086	DUSP7	-1
ENSG00000164087	POC1A	-1
ENSG00000164088	PPM1M	-1
ENSG00000164091	WDR82	-1
ENSG00000164120	HPGD	-1
ENSG00000164182	NDUFAF2	-1
ENSG00000164188	RANBP3L	-1
ENSG00000164211	STARD4	-1
ENSG00000164237	CMBL	-1
ENSG00000164291	ARSK	-1
ENSG00000164292	RHOBTB3	-1
ENSG00000164303	ENPP6	-1
ENSG00000164418	GRIK2	-1
ENSG00000164440	TXLNB	-1
ENSG00000164442	CITED2	-1
ENSG00000164488	DACT2	-1
ENSG00000164506	STXBP5	-1
ENSG00000164520	RAET1E	-1
ENSG00000164542	MATCAP2	-1
ENSG00000164588	HCN1	-1
ENSG00000164603	BMT2	-1
ENSG00000164604	GPR85	-1
ENSG00000164615	CAMLG	-1
ENSG00000164627	KIF6	-1
ENSG00000164647	STEAP1	-1
ENSG00000164649	CDCA7L	-1
ENSG00000164651	SP8	-1
ENSG00000164695	CHMP4C	-1
ENSG00000164741	DLC1	-1
ENSG00000164744	SUN3	-1
ENSG00000164841	TMEM74	-1
ENSG00000164879	CA3	-1
ENSG00000164929	BAALC	-1
ENSG00000164930	FZD6	-1
ENSG00000164970	FAM219A	-1
ENSG00000164985	PSIP1	-1
ENSG00000164989	CCDC171	-1
ENSG00000165028	NIPSNAP3B	-1
ENSG00000165078	CPA6	-1
ENSG00000165091	TMC1	-1
ENSG00000165113	GKAP1	-1
ENSG00000165156	ZHX1	-1
ENSG00000165169	DYNLT3	-1
ENSG00000165171	METTL27	-1
ENSG00000165244	ZNF367	-1
ENSG00000165246	NLGN4Y	-1
ENSG00000165355	FBXO33	-1
ENSG00000165409	TSHR	-1
ENSG00000165410	CFL2	-1
ENSG00000165478	HEPACAM	-1
ENSG00000165490	DDIAS	-1
ENSG00000165496	RPL10L	-1
ENSG00000165521	EML5	-1
ENSG00000165526	RPUSD4	-1
ENSG00000165533	TTC8	-1
ENSG00000165568	AKR1E2	-1
ENSG00000165572	KBTBD6	-1
ENSG00000165655	ZNF503	-1
ENSG00000165661	QSOX2	-1
ENSG00000165694	FRMD7	-1
ENSG00000165724	ZMYND19	-1
ENSG00000165806	CASP7	-1
ENSG00000165861	ZFYVE1	-1
ENSG00000165879	FRAT1	-1
ENSG00000165895	ARHGAP42	-1
ENSG00000165953	SERPINA12	-1
ENSG00000166091	CMTM5	-1
ENSG00000166111	SVOP	-1
ENSG00000166128	RAB8B	-1
ENSG00000166148	AVPR1A	-1
ENSG00000166289	PLEKHF1	-1
ENSG00000166292	TMEM100	-1
ENSG00000166313	APBB1	-1
ENSG00000166347	CYB5A	-1
ENSG00000166349	RAG1	-1
ENSG00000166352	IFTAP	-1
ENSG00000166391	MOGAT2	-1
ENSG00000166483	WEE1	-1
ENSG00000166510	CCDC68	-1
ENSG00000166682	TMPRSS5	-1
ENSG00000166801	FAM111A	-1
ENSG00000166813	KIF7	-1
ENSG00000166845	C18orf54	-1
ENSG00000166896	ATP23	-1
ENSG00000166920	C15orf48	-1
ENSG00000166924	NYAP1	-1
ENSG00000166974	MAPRE2	-1
ENSG00000166997	CNPY4	-1
ENSG00000167014	TERB2	-1
ENSG00000167034	NKX3-1	-1
ENSG00000167107	ACSF2	-1
ENSG00000167311	ART5	-1
ENSG00000167397	VKORC1	-1
ENSG00000167487	KLHL26	-1
ENSG00000167508	MVD	-1
ENSG00000167550	RHEBL1	-1
ENSG00000167612	ANKRD33	-1
ENSG00000167632	TRAPPC9	-1
ENSG00000167800	TBX10	-1
ENSG00000167910	CYP7A1	-1
ENSG00000167962	ZNF598	-1
ENSG00000168004	PLAAT5	-1
ENSG00000168005	SPINDOC	-1
ENSG00000168026	TTC21A	-1
ENSG00000168028	RPSA	-1
ENSG00000168036	CTNNB1	-1
ENSG00000168060	NAALADL1	-1
ENSG00000168061	SAC3D1	-1
ENSG00000168067	MAP4K2	-1
ENSG00000168137	SETD5	-1
ENSG00000168246	UBTD2	-1
ENSG00000168283	BMI1	-1
ENSG00000168286	THAP11	-1
ENSG00000168291	PDHB	-1
ENSG00000168297	PXK	-1
ENSG00000168301	KCTD6	-1
ENSG00000168306	ACOX2	-1
ENSG00000168356	SCN11A	-1
ENSG00000168374	ARF4	-1
ENSG00000168404	MLKL	-1
ENSG00000168447	SCNN1B	-1
ENSG00000168589	DYNLRB2	-1
ENSG00000168646	AXIN2	-1
ENSG00000168661	ZNF30	-1
ENSG00000168671	UGT3A2	-1
ENSG00000168754	FAM178B	-1
ENSG00000168779	SHOX2	-1
ENSG00000168811	IL12A	-1
ENSG00000168843	FSTL5	-1
ENSG00000168913	ENHO	-1
ENSG00000168916	ZNF608	-1
ENSG00000168917	SLC35G2	-1
ENSG00000168994	PXDC1	-1
ENSG00000169047	IRS1	-1
ENSG00000169087	HSPBAP1	-1
ENSG00000169174	PCSK9	-1
ENSG00000169193	CCDC126	-1
ENSG00000169252	ADRB2	-1
ENSG00000169255	B3GALNT1	-1
ENSG00000169291	SHE	-1
ENSG00000169306	IL1RAPL1	-1
ENSG00000169379	ARL13B	-1
ENSG00000169429	CXCL8	-1
ENSG00000169432	SCN9A	-1
ENSG00000169507	SLC38A11	-1
ENSG00000169570	DTWD2	-1
ENSG00000169621	APLF	-1
ENSG00000169629	RGPD8	-1
ENSG00000169683	LRRC45	-1
ENSG00000169714	CNBP	-1
ENSG00000169733	RFNG	-1
ENSG00000169738	DCXR	-1
ENSG00000169855	ROBO1	-1
ENSG00000169891	REPS2	-1
ENSG00000169964	TMEM42	-1
ENSG00000169989	TIGD4	-1
ENSG00000170035	UBE2E3	-1
ENSG00000170054	SERPINA9	-1
ENSG00000170142	UBE2E1	-1
ENSG00000170166	HOXD4	-1
ENSG00000170190	SLC16A5	-1
ENSG00000170248	PDCD6IP	-1
ENSG00000170264	FAM161A	-1
ENSG00000170270	GON7	-1
ENSG00000170275	CRTAP	-1
ENSG00000170290	SLN	-1
ENSG00000170345	FOS	-1
ENSG00000170373	CST1	-1
ENSG00000170448	NFXL1	-1
ENSG00000170516	COX7B2	-1
ENSG00000170522	ELOVL6	-1
ENSG00000170537	TMC7	-1
ENSG00000170542	SERPINB9	-1
ENSG00000170677	SOCS6	-1
ENSG00000170779	CDCA4	-1
ENSG00000170819	BFSP2	-1
ENSG00000170836	PPM1D	-1
ENSG00000170854	RIOX2	-1
ENSG00000170873	MTSS1	-1
ENSG00000170917	NUDT6	-1
ENSG00000170954	ZNF415	-1
ENSG00000170961	HAS2	-1
ENSG00000171056	SOX7	-1
ENSG00000171135	JAGN1	-1
ENSG00000171199	OPRPN	-1
ENSG00000171223	JUNB	-1
ENSG00000171234	UGT2B7	-1
ENSG00000171243	SOSTDC1	-1
ENSG00000171291	ZNF439	-1
ENSG00000171295	ZNF440	-1
ENSG00000171357	LURAP1	-1
ENSG00000171402	XAGE3	-1
ENSG00000171405	XAGE5	-1
ENSG00000171444	MCC	-1
ENSG00000171450	CDK5R2	-1
ENSG00000171502	COL24A1	-1
ENSG00000171509	RXFP1	-1
ENSG00000171517	LPAR3	-1
ENSG00000171574	ZNF584	-1
ENSG00000171612	SLC25A33	-1
ENSG00000171723	GPHN	-1
ENSG00000171903	CYP4F11	-1
ENSG00000171931	FBXW10	-1
ENSG00000171940	ZNF217	-1
ENSG00000172000	ZNF556	-1
ENSG00000172009	THOP1	-1
ENSG00000172031	EPHX4	-1
ENSG00000172037	LAMB2	-1
ENSG00000172046	USP19	-1
ENSG00000172053	QARS1	-1
ENSG00000172113	NME6	-1
ENSG00000172175	MALT1	-1
ENSG00000172197	MBOAT1	-1
ENSG00000172216	CEBPB	-1
ENSG00000172273	HINFP	-1
ENSG00000172296	SPTLC3	-1
ENSG00000172346	CSDC2	-1
ENSG00000172382	PRSS27	-1
ENSG00000172425	TTC36	-1
ENSG00000172497	ACOT12	-1
ENSG00000172572	PDE3A	-1
ENSG00000172728	FUT10	-1
ENSG00000172771	EFCAB12	-1
ENSG00000172780	RAB43	-1
ENSG00000172794	RAB37	-1
ENSG00000172817	CYP7B1	-1
ENSG00000172824	CES4A	-1
ENSG00000172828	CES3	-1
ENSG00000172840	PDP2	-1
ENSG00000172878	METAP1D	-1
ENSG00000172935	MRGPRF	-1
ENSG00000172936	MYD88	-1
ENSG00000172986	GXYLT2	-1
ENSG00000173156	RHOD	-1
ENSG00000173213	TUBB8B	-1
ENSG00000173221	GLRX	-1
ENSG00000173226	IQCB1	-1
ENSG00000173237	C11orf86	-1
ENSG00000173253	DMRT2	-1
ENSG00000173281	PPP1R3B	-1
ENSG00000173401	GLIPR1L1	-1
ENSG00000173402	DAG1	-1
ENSG00000173456	RNF26	-1
ENSG00000173473	SMARCC1	-1
ENSG00000173531	MST1	-1
ENSG00000173581	CCDC106	-1
ENSG00000173588	CEP83	-1
ENSG00000173598	NUDT4	-1
ENSG00000173599	PC	-1
ENSG00000173662	TAS1R1	-1
ENSG00000173905	GOLIM4	-1
ENSG00000173960	UBXN2A	-1
ENSG00000173988	LRRC63	-1
ENSG00000173992	CCS	-1
ENSG00000174004	NRROS	-1
ENSG00000174007	CEP19	-1
ENSG00000174013	FBXO45	-1
ENSG00000174080	CTSF	-1
ENSG00000174130	TLR6	-1
ENSG00000174145	NWD2	-1
ENSG00000174156	GSTA3	-1
ENSG00000174292	TNK1	-1
ENSG00000174482	LINGO2	-1
ENSG00000174586	ZNF497	-1
ENSG00000174684	B4GAT1	-1
ENSG00000174721	FGFBP3	-1
ENSG00000174738	NR1D2	-1
ENSG00000174748	RPL15	-1
ENSG00000174749	FAM241A	-1
ENSG00000174788	PCP2	-1
ENSG00000174839	DENND6A	-1
ENSG00000174840	PDE12	-1
ENSG00000174844	DNAH12	-1
ENSG00000174928	C3orf33	-1
ENSG00000174992	ZG16	-1
ENSG00000175183	CSRP2	-1
ENSG00000175206	NPPA	-1
ENSG00000175287	PHYHD1	-1
ENSG00000175336	APOF	-1
ENSG00000175414	ARL10	-1
ENSG00000175581	MRPL48	-1
ENSG00000175595	ERCC4	-1
ENSG00000175600	SUGCT	-1
ENSG00000175691	ZNF77	-1
ENSG00000175727	MLXIP	-1
ENSG00000175764	TTLL11	-1
ENSG00000175792	RUVBL1	-1
ENSG00000175906	ARL4D	-1
ENSG00000175931	UBE2O	-1
ENSG00000175984	DENND2C	-1
ENSG00000176055	MBLAC2	-1
ENSG00000176095	IP6K1	-1
ENSG00000176148	TCP11L1	-1
ENSG00000176194	CIDEA	-1
ENSG00000176204	LRRTM4	-1
ENSG00000176244	ACBD7	-1
ENSG00000176248	ANAPC2	-1
ENSG00000176386	CDC26	-1
ENSG00000176396	EID2	-1
ENSG00000176399	DMRTA1	-1
ENSG00000176401	EID2B	-1
ENSG00000176438	SYNE3	-1
ENSG00000176472	ZNF575	-1
ENSG00000176485	PLAAT3	-1
ENSG00000176532	PRR15	-1
ENSG00000176635	HORMAD2	-1
ENSG00000176697	BDNF	-1
ENSG00000176723	ZNF843	-1
ENSG00000176771	NCKAP5	-1
ENSG00000176907	TCIM	-1
ENSG00000176909	MAMSTR	-1
ENSG00000176920	FUT2	-1
ENSG00000177051	FBXO46	-1
ENSG00000177076	ACER2	-1
ENSG00000177096	PHETA2	-1
ENSG00000177302	TOP3A	-1
ENSG00000177303	CASKIN2	-1
ENSG00000177352	CCDC71	-1
ENSG00000177380	PPFIA3	-1
ENSG00000177426	TGIF1	-1
ENSG00000177465	ACOT4	-1
ENSG00000177479	ARIH2	-1
ENSG00000177570	SAMD12	-1
ENSG00000177599	ZNF491	-1
ENSG00000177606	JUN	-1
ENSG00000177721	ANXA2R	-1
ENSG00000177728	TMEM94	-1
ENSG00000177807	KCNJ10	-1
ENSG00000177842	ZNF620	-1
ENSG00000177873	ZNF619	-1
ENSG00000177932	ZNF354C	-1
ENSG00000177954	RPS27	-1
ENSG00000177990	DPY19L2	-1
ENSG00000178057	NDUFAF3	-1
ENSG00000178075	GRAMD1C	-1
ENSG00000178104	PDE4DIP	-1
ENSG00000178149	DALRD3	-1
ENSG00000178150	ZNF114	-1
ENSG00000178187	ZNF454	-1
ENSG00000178202	POGLUT3	-1
ENSG00000178252	WDR6	-1
ENSG00000178385	PLEKHM3	-1
ENSG00000178425	NT5DC1	-1
ENSG00000178460	MCMDC2	-1
ENSG00000178462	TUBAL3	-1
ENSG00000178537	SLC25A20	-1
ENSG00000178567	EPM2AIP1	-1
ENSG00000178585	CTNNBIP1	-1
ENSG00000178662	CSRNP3	-1
ENSG00000178691	SUZ12	-1
ENSG00000178795	GDPD4	-1
ENSG00000178852	EFCAB13	-1
ENSG00000178860	MSC	-1
ENSG00000178917	ZNF852	-1
ENSG00000178919	FOXE1	-1
ENSG00000178965	ERICH3	-1
ENSG00000178966	RMI1	-1
ENSG00000179029	TMEM107	-1
ENSG00000179041	RRS1	-1
ENSG00000179058	C9orf50	-1
ENSG00000179083	FAM133A	-1
ENSG00000179085	DPM3	-1
ENSG00000179133	C10orf67	-1
ENSG00000179152	TCAIM	-1
ENSG00000179331	RAB39A	-1
ENSG00000179403	VWA1	-1
ENSG00000179476	C14orf28	-1
ENSG00000179520	SLC17A8	-1
ENSG00000179636	TPPP2	-1
ENSG00000179833	SERTAD2	-1
ENSG00000179855	GIPC3	-1
ENSG00000179873	NLRP11	-1
ENSG00000179909	ZNF154	-1
ENSG00000179981	TSHZ1	-1
ENSG00000180008	SOCS4	-1
ENSG00000180035	ZNF48	-1
ENSG00000180098	TRNAU1AP	-1
ENSG00000180113	TDRD6	-1
ENSG00000180155	LYNX1	-1
ENSG00000180346	TIGD2	-1
ENSG00000180354	MTURN	-1
ENSG00000180376	CCDC66	-1
ENSG00000180432	CYP8B1	-1
ENSG00000180592	SKIDA1	-1
ENSG00000180822	PSMG4	-1
ENSG00000180871	CXCR2	-1
ENSG00000180884	ZNF792	-1
ENSG00000180929	GPR62	-1
ENSG00000180938	ZNF572	-1
ENSG00000181004	BBS12	-1
ENSG00000181061	HIGD1A	-1
ENSG00000181392	SYNE4	-1
ENSG00000181396	OGFOD3	-1
ENSG00000181449	SOX2	-1
ENSG00000181458	TMEM45A	-1
ENSG00000181467	RAP2B	-1
ENSG00000181555	SETD2	-1
ENSG00000181690	PLAG1	-1
ENSG00000181744	DIPK2A	-1
ENSG00000181778	TMEM252	-1
ENSG00000181830	SLC35C1	-1
ENSG00000181894	ZNF329	-1
ENSG00000182010	RTKN2	-1
ENSG00000182050	MGAT4C	-1
ENSG00000182107	TMEM30B	-1
ENSG00000182111	ZNF716	-1
ENSG00000182118	FAM89A	-1
ENSG00000182134	TDRKH	-1
ENSG00000182156	ENPP7	-1
ENSG00000182173	TSEN54	-1
ENSG00000182179	UBA7	-1
ENSG00000182185	RAD51B	-1
ENSG00000182263	FIGN	-1
ENSG00000182264	IZUMO1	-1
ENSG00000182318	ZSCAN22	-1
ENSG00000182504	CEP97	-1
ENSG00000182568	SATB1	-1
ENSG00000182628	SKA2	-1
ENSG00000182704	TSKU	-1
ENSG00000182952	HMGN4	-1
ENSG00000183032	SLC25A21	-1
ENSG00000183060	LYSMD4	-1
ENSG00000183111	ARHGEF37	-1
ENSG00000183137	CEP57L1	-1
ENSG00000183145	RIPPLY3	-1
ENSG00000183172	SMDT1	-1
ENSG00000183185	GABRR3	-1
ENSG00000183230	CTNNA3	-1
ENSG00000183386	FHL3	-1
ENSG00000183421	RIPK4	-1
ENSG00000183434	TFDP3	-1
ENSG00000183549	ACSM5	-1
ENSG00000183655	KLHL25	-1
ENSG00000183665	TRMT12	-1
ENSG00000183690	EFHC2	-1
ENSG00000183762	KREMEN1	-1
ENSG00000183763	TRAIP	-1
ENSG00000183833	CFAP91	-1
ENSG00000183878	UTY	-1
ENSG00000183888	SRARP	-1
ENSG00000183914	DNAH2	-1
ENSG00000183960	KCNH8	-1
ENSG00000183971	NPW	-1
ENSG00000184163	C1QTNF12	-1
ENSG00000184203	PPP1R2	-1
ENSG00000184220	CMSS1	-1
ENSG00000184226	PCDH9	-1
ENSG00000184260	H2AC20	-1
ENSG00000184378	ACTRT3	-1
ENSG00000184402	SS18L1	-1
ENSG00000184428	TOP1MT	-1
ENSG00000184454	NCMAP	-1
ENSG00000184517	ZFP1	-1
ENSG00000184588	PDE4B	-1
ENSG00000184677	ZBTB40	-1
ENSG00000184719	RNLS	-1
ENSG00000184785	SMIM10	-1
ENSG00000184845	DRD1	-1
ENSG00000184897	H1-10	-1
ENSG00000185010	F8	-1
ENSG00000185015	CA13	-1
ENSG00000185022	MAFF	-1
ENSG00000185046	ANKS1B	-1
ENSG00000185090	MANEAL	-1
ENSG00000185112	FAM43A	-1
ENSG00000185189	NRBP2	-1
ENSG00000185198	PRSS57	-1
ENSG00000185219	ZNF445	-1
ENSG00000185272	RBM11	-1
ENSG00000185436	IFNLR1	-1
ENSG00000185513	L3MBTL1	-1
ENSG00000185518	SV2B	-1
ENSG00000185634	SHC4	-1
ENSG00000185650	ZFP36L1	-1
ENSG00000185664	PMEL	-1
ENSG00000185666	SYN3	-1
ENSG00000185716	MOSMO	-1
ENSG00000185761	ADAMTSL5	-1
ENSG00000185798	WDR53	-1
ENSG00000185915	KLHL34	-1
ENSG00000185942	NKAIN3	-1
ENSG00000185950	IRS2	-1
ENSG00000186026	ZNF284	-1
ENSG00000186073	CDIN1	-1
ENSG00000186104	CYP2R1	-1
ENSG00000186115	CYP4F2	-1
ENSG00000186153	WWOX	-1
ENSG00000186197	EDARADD	-1
ENSG00000186204	CYP4F12	-1
ENSG00000186231	KLHL32	-1
ENSG00000186281	GPAT2	-1
ENSG00000186314	PRELID2	-1
ENSG00000186448	ZNF197	-1
ENSG00000186462	NAP1L2	-1
ENSG00000186469	GNG2	-1
ENSG00000186480	INSIG1	-1
ENSG00000186496	ZNF396	-1
ENSG00000186523	FAM86B1	-1
ENSG00000186684	CYP27C1	-1
ENSG00000186767	SPIN4	-1
ENSG00000186792	HYAL3	-1
ENSG00000186854	TRABD2A	-1
ENSG00000187091	PLCD1	-1
ENSG00000187140	FOXD3	-1
ENSG00000187193	MT1X	-1
ENSG00000187210	GCNT1	-1
ENSG00000187231	SESTD1	-1
ENSG00000187260	WDR86	-1
ENSG00000187288	CIDEC	-1
ENSG00000187325	TAF9B	-1
ENSG00000187391	MAGI2	-1
ENSG00000187546	AGMO	-1
ENSG00000187554	TLR5	-1
ENSG00000187595	ZNF385C	-1
ENSG00000187601	MAGEH1	-1
ENSG00000187607	ZNF286A	-1
ENSG00000187626	ZKSCAN4	-1
ENSG00000187672	ERC2	-1
ENSG00000187690	EZHIP	-1
ENSG00000187713	TMEM203	-1
ENSG00000187736	NHEJ1	-1
ENSG00000187741	FANCA	-1
ENSG00000187772	LIN28B	-1
ENSG00000187773	DIPK1C	-1
ENSG00000187823	RTL4	-1
ENSG00000187961	KLHL17	-1
ENSG00000187980	PLA2G2C	-1
ENSG00000187994	RINL	-1
ENSG00000188037	CLCN1	-1
ENSG00000188051	TMEM221	-1
ENSG00000188070	ZFTA	-1
ENSG00000188095	MESP2	-1
ENSG00000188112	C6orf132	-1
ENSG00000188266	HYKK	-1
ENSG00000188315	C3orf62	-1
ENSG00000188321	ZNF559	-1
ENSG00000188452	CERKL	-1
ENSG00000188580	NKAIN2	-1
ENSG00000188672	RHCE	-1
ENSG00000188760	TMEM198	-1
ENSG00000188846	RPL14	-1
ENSG00000188868	ZNF563	-1
ENSG00000188869	TMC3	-1
ENSG00000188958	UTS2B	-1
ENSG00000188959	C9orf152	-1
ENSG00000189007	ADAT2	-1
ENSG00000189046	ALKBH2	-1
ENSG00000189060	H1-0	-1
ENSG00000189157	FAM47E	-1
ENSG00000189186	DCAF8L2	-1
ENSG00000189233	NUGGC	-1
ENSG00000189283	FHIT	-1
ENSG00000189362	NEMP2	-1
ENSG00000196083	IL1RAP	-1
ENSG00000196091	MYBPC1	-1
ENSG00000196110	ZNF699	-1
ENSG00000196150	ZNF250	-1
ENSG00000196172	ZNF681	-1
ENSG00000196188	CTSE	-1
ENSG00000196267	ZNF836	-1
ENSG00000196284	SUPT3H	-1
ENSG00000196352	CD55	-1
ENSG00000196378	ZNF34	-1
ENSG00000196391	ZNF774	-1
ENSG00000196428	TSC22D2	-1
ENSG00000196476	C20orf96	-1
ENSG00000196482	ESRRG	-1
ENSG00000196542	SPTSSB	-1
ENSG00000196544	BORCS6	-1
ENSG00000196549	MME	-1
ENSG00000196553	CCDC196	-1
ENSG00000196616	ADH1B	-1
ENSG00000196632	WNK3	-1
ENSG00000196639	HRH1	-1
ENSG00000196839	ADA	-1
ENSG00000196860	TOMM20L	-1
ENSG00000196867	ZFP28	-1
ENSG00000196876	SCN8A	-1
ENSG00000196911	KPNA5	-1
ENSG00000196937	FAM3C	-1
ENSG00000196972	SMIM10L2B	-1
ENSG00000197043	ANXA6	-1
ENSG00000197062	ZSCAN26	-1
ENSG00000197063	MAFG	-1
ENSG00000197121	PGAP1	-1
ENSG00000197134	ZNF257	-1
ENSG00000197142	ACSL5	-1
ENSG00000197162	ZNF785	-1
ENSG00000197172	MAGEA6	-1
ENSG00000197181	PIWIL2	-1
ENSG00000197283	SYNGAP1	-1
ENSG00000197385	ZNF860	-1
ENSG00000197408	CYP2B6	-1
ENSG00000197487	GALP	-1
ENSG00000197563	PIGN	-1
ENSG00000197565	COL4A6	-1
ENSG00000197594	ENPP1	-1
ENSG00000197614	MFAP5	-1
ENSG00000197635	DPP4	-1
ENSG00000197647	ZNF433	-1
ENSG00000197748	CFAP43	-1
ENSG00000197768	STPG3	-1
ENSG00000197776	KLHDC1	-1
ENSG00000197860	SGTB	-1
ENSG00000197885	NKIRAS1	-1
ENSG00000197980	LEKR1	-1
ENSG00000198003	ODAD3	-1
ENSG00000198046	ZNF667	-1
ENSG00000198055	GRK6	-1
ENSG00000198056	PRIM1	-1
ENSG00000198131	ZNF544	-1
ENSG00000198157	HMGN5	-1
ENSG00000198208	RPS6KL1	-1
ENSG00000198218	QRICH1	-1
ENSG00000198315	ZKSCAN8	-1
ENSG00000198342	ZNF442	-1
ENSG00000198382	UVRAG	-1
ENSG00000198429	ZNF69	-1
ENSG00000198483	ANKRD35	-1
ENSG00000198513	ATL1	-1
ENSG00000198554	WDHD1	-1
ENSG00000198624	CCDC69	-1
ENSG00000198681	MAGEA1	-1
ENSG00000198689	SLC9A6	-1
ENSG00000198692	EIF1AY	-1
ENSG00000198740	ZNF652	-1
ENSG00000198780	FAM169A	-1
ENSG00000198885	ITPRIPL1	-1
ENSG00000198909	MAP3K3	-1
ENSG00000198910	L1CAM	-1
ENSG00000198944	SOWAHA	-1
ENSG00000198947	DMD	-1
ENSG00000198948	MFAP3L	-1
ENSG00000198951	NAGA	-1
ENSG00000203326	ZNF525	-1
ENSG00000203778	FAM229B	-1
ENSG00000203867	RBM20	-1
ENSG00000203943	SAMD13	-1
ENSG00000203995	ZYG11A	-1
ENSG00000204084	INPP5B	-1
ENSG00000204104	TRAF3IP1	-1
ENSG00000204178	MACO1	-1
ENSG00000204209	DAXX	-1
ENSG00000204228	HSD17B8	-1
ENSG00000204262	COL5A2	-1
ENSG00000204334	ERICH2	-1
ENSG00000204388	HSPA1B	-1
ENSG00000204389	HSPA1A	-1
ENSG00000204390	HSPA1L	-1
ENSG00000204428	LY6G5C	-1
ENSG00000204516	MICB	-1
ENSG00000204536	CCHCR1	-1
ENSG00000204560	DHX16	-1
ENSG00000204610	TRIM15	-1
ENSG00000204613	TRIM10	-1
ENSG00000204616	TRIM31	-1
ENSG00000204653	ASPDH	-1
ENSG00000204710	SPDYC	-1
ENSG00000204740	MALRD1	-1
ENSG00000204767	INSYN2B	-1
ENSG00000204852	TCTN1	-1
ENSG00000204899	MZT1	-1
ENSG00000204923	FBXO48	-1
ENSG00000204969	PCDHA2	-1
ENSG00000205002	AARD	-1
ENSG00000205143	ARID3C	-1
ENSG00000205356	TECPR1	-1
ENSG00000205358	MT1H	-1
ENSG00000205362	MT1A	-1
ENSG00000205364	MT1M	-1
ENSG00000205659	LIN52	-1
ENSG00000205669	ACOT6	-1
ENSG00000205704	SMIM45	-1
ENSG00000205835	GMNC	-1
ENSG00000205978	NYNRIN	-1
ENSG00000206384	COL6A6	-1
ENSG00000206562	METTL6	-1
ENSG00000211455	STK38L	-1
ENSG00000211456	SACM1L	-1
ENSG00000212864	RNF208	-1
ENSG00000213023	SYT3	-1
ENSG00000213160	KLHL23	-1
ENSG00000213171	LINGO4	-1
ENSG00000213185	FAM24B	-1
ENSG00000213190	MLLT11	-1
ENSG00000213424	KRT222	-1
ENSG00000213516	RBMXL1	-1
ENSG00000213533	STIMATE	-1
ENSG00000213672	NCKIPSD	-1
ENSG00000213760	ATP6V1G2	-1
ENSG00000213853	EMP2	-1
ENSG00000213889	PPM1N	-1
ENSG00000213973	ZNF99	-1
ENSG00000213988	ZNF90	-1
ENSG00000214029	ZNF891	-1
ENSG00000214226	C17orf67	-1
ENSG00000214274	ANG	-1
ENSG00000214595	EML6	-1
ENSG00000214706	IFRD2	-1
ENSG00000214842	RAD51AP2	-1
ENSG00000214960	CRPPA	-1
ENSG00000215018	COL28A1	-1
ENSG00000215421	ZNF407	-1
ENSG00000215915	ATAD3C	-1
ENSG00000216588	IGSF23	-1
ENSG00000219481	NBPF1	-1
ENSG00000220201	ZGLP1	-1
ENSG00000221821	C6orf226	-1
ENSG00000221916	C19orf73	-1
ENSG00000221986	MYBPHL	-1
ENSG00000223547	ZNF844	-1
ENSG00000224531	SMIM13	-1
ENSG00000224960	PPP4R3C	-1
ENSG00000225528	NA	-1
ENSG00000225697	SLC26A6	-1
ENSG00000226314	ZKSCAN8P1	-1
ENSG00000227268	KLLN	-1
ENSG00000228623	ZNF883	-1
ENSG00000229676	ZNF492	-1
ENSG00000231274	SBK3	-1
ENSG00000232112	TMA7	-1
ENSG00000233493	TMEM238	-1
ENSG00000233757	NA	-1
ENSG00000234068	PAGE2	-1
ENSG00000235034	C19orf81	-1
ENSG00000235098	ANKRD65	-1
ENSG00000235106	BRD3OS	-1
ENSG00000235194	PPP1R3E	-1
ENSG00000238269	PAGE2B	-1
ENSG00000239388	ASB14	-1
ENSG00000239389	PCDHA13	-1
ENSG00000239697	TNFSF12	-1
ENSG00000239887	C1orf226	-1
ENSG00000240445	FOXO3B	-1
ENSG00000241186	TDGF1	-1
ENSG00000242498	ARPIN	-1
ENSG00000243477	NAA80	-1
ENSG00000244234	GMCL2	-1
ENSG00000244687	UBE2V1	-1
ENSG00000247315	ZCCHC3	-1
ENSG00000248144	ADH1C	-1
ENSG00000248485	PCP4L1	-1
ENSG00000248713	C4orf54	-1
ENSG00000249115	HAUS5	-1
ENSG00000249158	PCDHA11	-1
ENSG00000249242	TMEM150C	-1
ENSG00000249471	ZNF324B	-1
ENSG00000250722	SELENOP	-1
ENSG00000251258	RFPL4B	-1
ENSG00000251287	ALG1L2	-1
ENSG00000251322	SHANK3	-1
ENSG00000251664	PCDHA12	-1
