ensembl	symbol	direction
ENSG00000114354	TFG	-1
ENSG00000114374	USP9Y	-1
ENSG00000114378	HYAL1	-1
ENSG00000114383	TUSC2	-1
ENSG00000114388	NPRL2	-1
ENSG00000114395	CYB561D2	-1
ENSG00000114405	C3orf14	-1
ENSG00000114416	FXR1	-1
ENSG00000114423	CBLB	-1
ENSG00000114439	BBX	-1
ENSG00000114446	IFT57	-1
ENSG00000114544	SLC41A3	-1
ENSG00000114547	ROPN1B	-1
ENSG00000114626	ABTB1	-1
ENSG00000114648	KLHL18	-1
ENSG00000114650	SCAP	-1
ENSG00000114656	CFAP92	-1
ENSG00000114670	NEK11	-1
ENSG00000114698	PLSCR4	-1
ENSG00000114735	HEMK1	-1
ENSG00000114737	CISH	-1
ENSG00000114738	MAPKAPK3	-1
ENSG00000114742	WDR48	-1
ENSG00000114744	COMMD2	-1
ENSG00000114745	GORASP1	-1
ENSG00000114767	RRP9	-1
ENSG00000114770	ABCC5	-1
ENSG00000114779	ABHD14B	-1
ENSG00000114784	EIF1B	-1
ENSG00000114841	DNAH1	-1
ENSG00000114853	ZBTB47	-1
ENSG00000114859	CLCN2	-1
ENSG00000114902	SPCS1	-1
ENSG00000114904	NEK4	-1
ENSG00000115009	CCL20	-1
ENSG00000115221	ITGB6	-1
ENSG00000115226	FNDC4	-1
ENSG00000115255	REEP6	-1
ENSG00000115257	PCSK4	-1
ENSG00000115271	GCA	-1
ENSG00000115355	CCDC88A	-1
ENSG00000115361	ACADL	-1
ENSG00000115421	PAPOLG	-1
ENSG00000115604	IL18R1	-1
ENSG00000115687	PASK	-1
ENSG00000115738	ID2	-1
ENSG00000115825	PRKD3	-1
ENSG00000115841	RMDN2	-1
ENSG00000115919	KYNU	-1
ENSG00000116095	PLEKHA3	-1
ENSG00000116117	PARD3B	-1
ENSG00000116127	ALMS1	-1
ENSG00000116128	BCL9	-1
ENSG00000116183	PAPPA2	-1
ENSG00000116191	RALGPS2	-1
ENSG00000116205	TCEANC2	-1
ENSG00000116213	WRAP73	-1
ENSG00000116285	ERRFI1	-1
ENSG00000116525	TRIM62	-1
ENSG00000116584	ARHGEF2	-1
ENSG00000116668	SWT1	-1
ENSG00000116670	MAD2L2	-1
ENSG00000116761	CTH	-1
ENSG00000117155	SSX2IP	-1
ENSG00000117215	PLA2G2D	-1
ENSG00000117322	CR2	-1
ENSG00000117400	MPL	-1
ENSG00000117477	CCDC181	-1
ENSG00000117519	CNN3	-1
ENSG00000117595	IRF6	-1
ENSG00000117620	SLC35A3	-1
ENSG00000117632	STMN1	-1
ENSG00000117877	POLR1G	-1
ENSG00000118156	ZNF541	-1
ENSG00000118276	B4GALT6	-1
ENSG00000118402	ELOVL4	-1
ENSG00000118420	UBE3D	-1
ENSG00000118503	TNFAIP3	-1
ENSG00000118520	ARG1	-1
ENSG00000118733	OLFM3	-1
ENSG00000118777	ABCG2	-1
ENSG00000118849	RARRES1	-1
ENSG00000118855	MFSD1	-1
ENSG00000118922	KLF12	-1
ENSG00000118965	WDR35	-1
ENSG00000118985	ELL2	-1
ENSG00000119121	TRPM6	-1
ENSG00000119138	KLF9	-1
ENSG00000119403	PHF19	-1
ENSG00000119509	INVS	-1
ENSG00000119537	KDSR	-1
ENSG00000119632	IFI27L2	-1
ENSG00000119698	PPP4R4	-1
ENSG00000119782	FKBP1B	-1
ENSG00000119913	TECTB	-1
ENSG00000119915	ELOVL3	-1
ENSG00000119938	PPP1R3C	-1
ENSG00000119965	C10orf88	-1
ENSG00000119969	HELLS	-1
ENSG00000120051	CFAP58	-1
ENSG00000120158	RCL1	-1
ENSG00000120210	INSL6	-1
ENSG00000120251	GRIA2	-1
ENSG00000120256	LRP11	-1
ENSG00000120262	CCDC170	-1
ENSG00000120278	PLEKHG1	-1
ENSG00000120318	ARAP3	-1
ENSG00000120458	MSANTD2	-1
ENSG00000120526	NUDCD1	-1
ENSG00000120563	LYZL1	-1
ENSG00000120784	ZFP30	-1
ENSG00000120896	SORBS3	-1
ENSG00000120907	ADRA1A	-1
ENSG00000120913	PDLIM2	-1
ENSG00000121005	CRISPLD1	-1
ENSG00000121064	SCPEP1	-1
ENSG00000121075	TBX4	-1
ENSG00000121104	FAM117A	-1
ENSG00000121207	LRAT	-1
ENSG00000121210	TMEM131L	-1
ENSG00000121316	PLBD1	-1
ENSG00000121361	KCNJ8	-1
ENSG00000121380	BCL2L14	-1
ENSG00000121406	ZNF549	-1
ENSG00000121410	A1BG	-1
ENSG00000121481	RNF2	-1
ENSG00000121690	DEPDC7	-1
ENSG00000121691	CAT	-1
ENSG00000121851	POLR3GL	-1
ENSG00000121864	ZNF639	-1
ENSG00000121879	PIK3CA	-1
ENSG00000122068	FYTTD1	-1
ENSG00000122121	XPNPEP2	-1
ENSG00000122378	PRXL2A	-1
ENSG00000122507	BBS9	-1
ENSG00000122591	HYCC1	-1
ENSG00000122641	INHBA	-1
ENSG00000122644	ARL4A	-1
ENSG00000122707	RECK	-1
ENSG00000122735	DNAI1	-1
ENSG00000122965	RBM19	-1
ENSG00000122970	IFT81	-1
ENSG00000123119	NECAB1	-1
ENSG00000123130	ACOT9	-1
ENSG00000123200	ZC3H13	-1
ENSG00000123374	CDK2	-1
ENSG00000123427	EEF1AKMT3	-1
ENSG00000123552	USP45	-1
ENSG00000123843	C4BPB	-1
ENSG00000124003	MOGAT1	-1
ENSG00000124140	SLC12A5	-1
ENSG00000124212	PTGIS	-1
ENSG00000124243	BCAS4	-1
ENSG00000124466	LYPD3	-1
ENSG00000124508	BTN2A2	-1
ENSG00000124613	ZNF391	-1
ENSG00000124615	MOCS1	-1
ENSG00000124721	DNAH8	-1
ENSG00000124743	KLHL31	-1
ENSG00000124767	GLO1	-1
ENSG00000124787	RPP40	-1
ENSG00000124795	DEK	-1
ENSG00000124875	CXCL6	-1
ENSG00000124882	EREG	-1
ENSG00000125046	SSUH2	-1
ENSG00000125249	RAP2A	-1
ENSG00000125337	KIF25	-1
ENSG00000125375	DMAC2L	-1
ENSG00000125378	BMP4	-1
ENSG00000125398	SOX9	-1
ENSG00000125434	SLC25A35	-1
ENSG00000125629	INSIG2	-1
ENSG00000125630	POLR1B	-1
ENSG00000125744	RTN2	-1
ENSG00000125746	EML2	-1
ENSG00000125772	GPCPD1	-1
ENSG00000125780	TGM3	-1
ENSG00000125812	GZF1	-1
ENSG00000125821	DTD1	-1
ENSG00000125845	BMP2	-1
ENSG00000125846	ZNF133	-1
ENSG00000125851	PCSK2	-1
ENSG00000125864	BFSP1	-1
ENSG00000125878	TCF15	-1
ENSG00000125898	FAM110A	-1
ENSG00000125999	BPIFB1	-1
ENSG00000126001	CEP250	-1
ENSG00000126062	TMEM115	-1
ENSG00000126106	TMEM53	-1
ENSG00000126243	LRFN3	-1
ENSG00000126778	SIX1	-1
ENSG00000126803	HSPA2	-1
ENSG00000126814	TRMT5	-1
ENSG00000126856	PRDM7	-1
ENSG00000126950	TMEM35A	-1
ENSG00000126970	ZC4H2	-1
ENSG00000127081	ZNF484	-1
ENSG00000127220	ABHD8	-1
ENSG00000127249	ATP13A4	-1
ENSG00000127423	AUNIP	-1
ENSG00000127530	OR7C1	-1
ENSG00000127838	PNKD	-1
ENSG00000127903	ZNF835	-1
ENSG00000127920	GNG11	-1
ENSG00000127954	STEAP4	-1
ENSG00000127955	GNAI1	-1
ENSG00000127990	SGCE	-1
ENSG00000128285	MCHR1	-1
ENSG00000128645	HOXD1	-1
ENSG00000128652	HOXD3	-1
ENSG00000128655	PDE11A	-1
ENSG00000128710	HOXD10	-1
ENSG00000128872	TMOD2	-1
ENSG00000129028	THAP10	-1
ENSG00000129071	MBD4	-1
ENSG00000129116	PALLD	-1
ENSG00000129355	CDKN2D	-1
ENSG00000129422	MTUS1	-1
ENSG00000129596	CDO1	-1
ENSG00000129680	MAP7D3	-1
ENSG00000129696	TTI2	-1
ENSG00000129810	SGO1	-1
ENSG00000129824	RPS4Y1	-1
ENSG00000129991	TNNI3	-1
ENSG00000130147	SH3BP4	-1
ENSG00000130224	LRCH2	-1
ENSG00000130287	NCAN	-1
ENSG00000130299	GTPBP3	-1
ENSG00000130427	EPO	-1
ENSG00000130695	CEP85	-1
ENSG00000130713	EXOSC2	-1
ENSG00000130768	SMPDL3B	-1
ENSG00000130943	PKDREJ	-1
ENSG00000130956	HABP4	-1
ENSG00000131044	TTLL9	-1
ENSG00000131067	GGT7	-1
ENSG00000131095	GFAP	-1
ENSG00000131142	CCL25	-1
ENSG00000131373	HACL1	-1
ENSG00000131381	RBSN	-1
ENSG00000131398	KCNC3	-1
ENSG00000131400	NAPSA	-1
ENSG00000131437	KIF3A	-1
ENSG00000131771	PPP1R1B	-1
ENSG00000131781	FMO5	-1
ENSG00000131788	PIAS3	-1
ENSG00000132016	BRME1	-1
ENSG00000132026	RTBDN	-1
ENSG00000132153	DHX30	-1
ENSG00000132170	PPARG	-1
ENSG00000132196	HSD17B7	-1
ENSG00000132357	CARD6	-1
ENSG00000132386	SERPINF1	-1
ENSG00000132394	EEFSEC	-1
ENSG00000132429	POPDC3	-1
ENSG00000132464	ENAM	-1
ENSG00000132478	UNK	-1
ENSG00000132561	MATN2	-1
ENSG00000132623	ANKEF1	-1
ENSG00000132635	PCED1A	-1
ENSG00000132639	SNAP25	-1
ENSG00000132677	RHBG	-1
ENSG00000132688	NES	-1
ENSG00000132740	IGHMBP2	-1
ENSG00000132823	OSER1	-1
ENSG00000132915	PDE6A	-1
ENSG00000133110	POSTN	-1
ENSG00000133111	RFXAP	-1
ENSG00000133318	RTN3	-1
ENSG00000133328	PLAAT2	-1
ENSG00000133433	GSTT2B	-1
ENSG00000133454	MYO18B	-1
ENSG00000133619	KRBA1	-1
ENSG00000133640	LRRIQ1	-1
ENSG00000133678	TMEM254	-1
ENSG00000133800	LYVE1	-1
ENSG00000133874	RNF122	-1
ENSG00000133884	DPF2	-1
ENSG00000133935	ERG28	-1
ENSG00000134070	IRAK2	-1
ENSG00000134107	BHLHE40	-1
ENSG00000134108	ARL8B	-1
ENSG00000134121	CHL1	-1
ENSG00000134243	SORT1	-1
ENSG00000134324	LPIN1	-1
ENSG00000134389	CFHR5	-1
ENSG00000134463	ECHDC3	-1
ENSG00000134490	TMEM241	-1
ENSG00000134532	SOX5	-1
ENSG00000134548	SPX	-1
ENSG00000134569	LRP4	-1
ENSG00000134698	AGO4	-1
ENSG00000134716	CYP2J2	-1
ENSG00000134755	DSC2	-1
ENSG00000134779	TPGS2	-1
ENSG00000134901	POGLUT2	-1
ENSG00000134909	ARHGAP32	-1
ENSG00000135002	RFK	-1
ENSG00000135049	AGTPBP1	-1
ENSG00000135111	TBX3	-1
ENSG00000135119	RNFT2	-1
ENSG00000135185	TMEM243	-1
ENSG00000135218	CD36	-1
ENSG00000135272	MDFIC	-1
ENSG00000135315	CEP162	-1
ENSG00000135334	AKIRIN2	-1
ENSG00000135547	HEY2	-1
ENSG00000135597	REPS1	-1
ENSG00000135605	TEC	-1
ENSG00000135637	CCDC142	-1
ENSG00000135763	URB2	-1
ENSG00000135821	GLUL	-1
ENSG00000135828	RNASEL	-1
ENSG00000135842	NIBAN1	-1
ENSG00000135917	SLC19A3	-1
ENSG00000135929	CYP27A1	-1
ENSG00000136014	USP44	-1
ENSG00000136059	VILL	-1
ENSG00000136068	FLNB	-1
ENSG00000136111	TBC1D4	-1
ENSG00000136158	SPRY2	-1
ENSG00000136160	EDNRB	-1
ENSG00000136161	RCBTB2	-1
ENSG00000136319	TTC5	-1
ENSG00000136436	CALCOCO2	-1
ENSG00000136518	ACTL6A	-1
ENSG00000136542	GALNT5	-1
ENSG00000136603	SKIL	-1
ENSG00000136783	NIPSNAP3A	-1
ENSG00000136811	ODF2	-1
ENSG00000136866	ZFP37	-1
ENSG00000136869	TLR4	-1
ENSG00000136878	USP20	-1
ENSG00000136960	ENPP2	-1
ENSG00000136982	DSCC1	-1
ENSG00000137033	IL33	-1
ENSG00000137054	POLR1E	-1
ENSG00000137168	PPIL1	-1
ENSG00000137177	KIF13A	-1
ENSG00000137185	ZSCAN9	-1
ENSG00000137193	PIM1	-1
ENSG00000137198	GMPR	-1
ENSG00000137275	RIPK1	-1
ENSG00000137310	TCF19	-1
ENSG00000137337	MDC1	-1
ENSG00000137338	PGBD1	-1
ENSG00000137393	RNF144B	-1
ENSG00000137434	C6orf52	-1
ENSG00000137463	MGARP	-1
ENSG00000137509	PRCP	-1
ENSG00000137513	NARS2	-1
ENSG00000137558	PI15	-1
ENSG00000137561	TTPA	-1
ENSG00000137563	GGH	-1
ENSG00000137673	MMP7	-1
ENSG00000137831	UACA	-1
ENSG00000137860	SLC28A2	-1
ENSG00000137941	TTLL7	-1
ENSG00000137960	GIPC2	-1
ENSG00000138028	CGREF1	-1
ENSG00000138100	TRIM54	-1
ENSG00000138111	MFSD13A	-1
ENSG00000138135	CH25H	-1
ENSG00000138175	ARL3	-1
ENSG00000138185	ENTPD1	-1
ENSG00000138190	EXOC6	-1
ENSG00000138336	TET1	-1
ENSG00000138376	BARD1	-1
ENSG00000138378	STAT4	-1
ENSG00000138606	SHF	-1
ENSG00000138613	APH1B	-1
ENSG00000138640	FAM13A	-1
ENSG00000138646	HERC5	-1
ENSG00000138686	BBS7	-1
ENSG00000138771	SHROOM3	-1
ENSG00000138801	PAPSS1	-1
ENSG00000138823	MTTP	-1
ENSG00000139144	PIK3C2G	-1
ENSG00000139187	KLRG1	-1
ENSG00000139220	PPFIA2	-1
ENSG00000139266	MARCHF9	-1
ENSG00000139289	PHLDA1	-1
ENSG00000139318	DUSP6	-1
ENSG00000139324	TMTC3	-1
ENSG00000139344	AMDHD1	-1
ENSG00000139547	RDH16	-1
ENSG00000139636	LMBR1L	-1
ENSG00000139668	WDFY2	-1
ENSG00000139675	HNRNPA1L2	-1
ENSG00000139793	MBNL2	-1
ENSG00000139826	ABHD13	-1
ENSG00000139865	TTC6	-1
ENSG00000139926	FRMD6	-1
ENSG00000139990	DCAF5	-1
ENSG00000140057	AK7	-1
ENSG00000140093	SERPINA10	-1
ENSG00000140280	LYSMD2	-1
ENSG00000140386	SCAPER	-1
ENSG00000140398	NEIL1	-1
ENSG00000140465	CYP1A1	-1
ENSG00000140470	ADAMTS17	-1
ENSG00000140505	CYP1A2	-1
ENSG00000140519	RHCG	-1
ENSG00000140905	GCSH	-1
ENSG00000140986	RPL3L	-1
ENSG00000141034	GID4	-1
ENSG00000141040	ZNF287	-1
ENSG00000141232	TOB1	-1
ENSG00000141295	SCRN2	-1
ENSG00000141401	IMPA2	-1
ENSG00000141431	ASXL3	-1
ENSG00000141434	MEP1B	-1
ENSG00000141485	SLC13A5	-1
ENSG00000141519	CCDC40	-1
ENSG00000141556	TBCD	-1
ENSG00000141568	FOXK2	-1
ENSG00000141576	RNF157	-1
ENSG00000141577	CEP131	-1
ENSG00000141682	PMAIP1	-1
ENSG00000141698	NT5C3B	-1
ENSG00000141744	PNMT	-1
ENSG00000141750	STAC2	-1
ENSG00000141837	CACNA1A	-1
ENSG00000141971	MVB12A	-1
ENSG00000142235	LMTK3	-1
ENSG00000142686	C1orf216	-1
ENSG00000142784	WDTC1	-1
ENSG00000142856	ITGB3BP	-1
ENSG00000142875	PRKACB	-1
ENSG00000143013	LMO4	-1
ENSG00000143028	SYPL2	-1
ENSG00000143067	ZNF697	-1
ENSG00000143093	STRIP1	-1
ENSG00000143156	NME7	-1
ENSG00000143162	CREG1	-1
ENSG00000143194	MAEL	-1
ENSG00000143195	ILDR2	-1
ENSG00000143257	NR1I3	-1
ENSG00000143315	PIGM	-1
ENSG00000143333	RGS16	-1
ENSG00000143365	RORC	-1
ENSG00000143375	CGN	-1
ENSG00000143409	MINDY1	-1
ENSG00000143416	SELENBP1	-1
ENSG00000143443	C1orf56	-1
ENSG00000143450	OAZ3	-1
ENSG00000143452	HORMAD1	-1
ENSG00000143479	DYRK3	-1
ENSG00000143512	HHIPL2	-1
ENSG00000143545	RAB13	-1
ENSG00000143578	CREB3L4	-1
ENSG00000143630	HCN3	-1
ENSG00000143669	LYST	-1
ENSG00000143845	ETNK2	-1
ENSG00000143891	GALM	-1
ENSG00000143994	ABHD1	-1
ENSG00000143995	MEIS1	-1
ENSG00000144451	SPAG16	-1
ENSG00000144566	RAB5A	-1
ENSG00000144635	DYNC1LI1	-1
ENSG00000144642	RBMS3	-1
ENSG00000144647	POMGNT2	-1
ENSG00000144648	ACKR2	-1
ENSG00000144649	GASK1A	-1
ENSG00000144655	CSRNP1	-1
ENSG00000144659	SLC25A38	-1
ENSG00000144681	STAC	-1
ENSG00000144712	CAND2	-1
ENSG00000144713	RPL32	-1
ENSG00000144736	SHQ1	-1
ENSG00000144741	SLC25A26	-1
ENSG00000144744	UBA3	-1
ENSG00000144747	TMF1	-1
ENSG00000144749	LRIG1	-1
ENSG00000144815	NXPE3	-1
ENSG00000144820	ADGRG7	-1
ENSG00000144843	ADPRH	-1
ENSG00000144895	EIF2A	-1
ENSG00000144908	ALDH1L1	-1
ENSG00000144909	OSBPL11	-1
ENSG00000145041	DCAF1	-1
ENSG00000145088	EAF2	-1
ENSG00000145191	EIF2B5	-1
ENSG00000145365	TIFA	-1
ENSG00000145375	SPATA5	-1
ENSG00000145604	SKP2	-1
ENSG00000145700	ANKRD31	-1
ENSG00000145777	TSLP	-1
ENSG00000145794	MEGF10	-1
ENSG00000145826	LECT2	-1
ENSG00000145990	GFOD1	-1
ENSG00000146013	GFRA3	-1
ENSG00000146054	TRIM7	-1
ENSG00000146122	DAAM2	-1
ENSG00000146147	MLIP	-1
ENSG00000146233	CYP39A1	-1
ENSG00000146243	IRAK1BP1	-1
ENSG00000146263	MMS22L	-1
ENSG00000146352	CLVS2	-1
ENSG00000146386	ABRACL	-1
ENSG00000146409	SLC18B1	-1
ENSG00000147027	TMEM47	-1
ENSG00000147082	CCNB3	-1
ENSG00000147100	SLC16A2	-1
ENSG00000147223	RIPPLY1	-1
ENSG00000147231	RADX	-1
ENSG00000147324	MFHAS1	-1
ENSG00000147454	SLC25A37	-1
ENSG00000147481	SNTG1	-1
ENSG00000147573	TRIM55	-1
ENSG00000147650	LRP12	-1
ENSG00000147799	ARHGAP39	-1
ENSG00000147889	CDKN2A	-1
ENSG00000147894	C9orf72	-1
ENSG00000147955	SIGMAR1	-1
ENSG00000147996	ZNG1E	-1
ENSG00000148019	CEP78	-1
ENSG00000148200	NR6A1	-1
ENSG00000148225	WDR31	-1
ENSG00000148300	REXO4	-1
ENSG00000148331	ASB6	-1
ENSG00000148343	MIGA2	-1
ENSG00000148357	HMCN2	-1
ENSG00000148484	RSU1	-1
ENSG00000148700	ADD3	-1
ENSG00000148735	PLEKHS1	-1
ENSG00000148798	INA	-1
ENSG00000148803	FUOM	-1
ENSG00000148841	ITPRIP	-1
ENSG00000148935	GAS2	-1
ENSG00000149054	ZNF215	-1
ENSG00000149131	SERPING1	-1
ENSG00000149269	PAK1	-1
ENSG00000149305	HTR3B	-1
ENSG00000149499	EML3	-1
ENSG00000149503	INCENP	-1
ENSG00000149548	CCDC15	-1
ENSG00000149573	MPZL2	-1
ENSG00000149575	SCN2B	-1
ENSG00000149582	TMEM25	-1
ENSG00000149809	TM7SF2	-1
ENSG00000149823	VPS51	-1
ENSG00000149948	HMGA2	-1
ENSG00000149970	CNKSR2	-1
ENSG00000150281	CTF1	-1
ENSG00000150347	ARID5B	-1
ENSG00000150433	TMEM218	-1
ENSG00000150477	KIAA1328	-1
ENSG00000150540	HNMT	-1
ENSG00000150764	DIXDC1	-1
ENSG00000150907	FOXO1	-1
ENSG00000151006	PRSS53	-1
ENSG00000151023	ENKUR	-1
ENSG00000151025	GPR158	-1
ENSG00000151090	THRB	-1
ENSG00000151092	NGLY1	-1
ENSG00000151164	RAD9B	-1
ENSG00000151276	MAGI1	-1
ENSG00000151320	AKAP6	-1
ENSG00000151332	MBIP	-1
ENSG00000151338	MIPOL1	-1
ENSG00000151348	EXT2	-1
ENSG00000151364	KCTD14	-1
ENSG00000151413	NUBPL	-1
ENSG00000151575	TEX9	-1
ENSG00000151689	INPP1	-1
ENSG00000151748	SAV1	-1
ENSG00000151778	SERP2	-1
ENSG00000151948	GLT1D1	-1
ENSG00000152061	RABGAP1L	-1
ENSG00000152240	HAUS1	-1
ENSG00000152465	NMT2	-1
ENSG00000152495	CAMK4	-1
ENSG00000152749	GPR180	-1
ENSG00000152778	IFIT5	-1
ENSG00000152804	HHEX	-1
ENSG00000152822	GRM1	-1
ENSG00000152910	CNTNAP4	-1
ENSG00000152932	RAB3C	-1
ENSG00000152944	MED21	-1
ENSG00000152952	PLOD2	-1
ENSG00000153060	TEKT5	-1
ENSG00000153208	MERTK	-1
ENSG00000153234	NR4A2	-1
ENSG00000153291	SLC25A27	-1
ENSG00000153292	ADGRF1	-1
ENSG00000153551	CMTM7	-1
ENSG00000153560	UBP1	-1
ENSG00000153561	RMND5A	-1
ENSG00000153896	ZNF599	-1
ENSG00000153902	LGI4	-1
ENSG00000153933	DGKE	-1
ENSG00000153982	GDPD1	-1
ENSG00000154134	ROBO3	-1
ENSG00000154258	ABCA9	-1
ENSG00000154265	ABCA5	-1
ENSG00000154274	C4orf19	-1
ENSG00000154309	DISP1	-1
ENSG00000154511	DIPK1A	-1
ENSG00000154548	SRSF12	-1
ENSG00000154620	TMSB4Y	-1
ENSG00000154642	C21orf91	-1
ENSG00000154645	CHODL	-1
ENSG00000154654	NCAM2	-1
ENSG00000154743	TSEN2	-1
ENSG00000154781	CCDC174	-1
ENSG00000154813	DPH3	-1
ENSG00000154945	ANKRD40	-1
ENSG00000155016	CYP2U1	-1
ENSG00000155085	AK9	-1
ENSG00000155158	TTC39B	-1
ENSG00000155252	PI4K2A	-1
ENSG00000155380	SLC16A1	-1
ENSG00000155495	MAGEC1	-1
ENSG00000155657	TTN	-1
ENSG00000155893	PXYLP1	-1
ENSG00000155903	RASA2	-1
ENSG00000155961	RAB39B	-1
ENSG00000156017	CARNMT1	-1
ENSG00000156042	CFAP70	-1
ENSG00000156076	WIF1	-1
ENSG00000156097	GPR61	-1
ENSG00000156219	ART3	-1
ENSG00000156269	NAA11	-1
ENSG00000156298	TSPAN7	-1
ENSG00000156313	RPGR	-1
ENSG00000156374	PCGF6	-1
ENSG00000156398	SFXN2	-1
ENSG00000156509	FBXO43	-1
ENSG00000156531	PHF6	-1
ENSG00000156535	CD109	-1
ENSG00000156675	RAB11FIP1	-1
ENSG00000156689	GLYATL2	-1
ENSG00000156787	TBC1D31	-1
ENSG00000156795	NTAQ1	-1
ENSG00000156804	FBXO32	-1
ENSG00000156885	COX6A2	-1
ENSG00000156931	VPS8	-1
ENSG00000156959	LHFPL4	-1
ENSG00000156983	BRPF1	-1
ENSG00000156990	RPUSD3	-1
ENSG00000157014	TATDN2	-1
ENSG00000157020	SEC13	-1
ENSG00000157036	EXOG	-1
ENSG00000157064	NMNAT2	-1
ENSG00000157077	ZFYVE9	-1
ENSG00000157131	C8A	-1
ENSG00000157214	STEAP2	-1
ENSG00000157303	SUSD3	-1
ENSG00000157379	DHRS1	-1
ENSG00000157500	APPL1	-1
ENSG00000157502	PWWP3B	-1
ENSG00000157510	AFAP1L1	-1
ENSG00000157654	PALM2AKAP2	-1
ENSG00000157796	WDR19	-1
ENSG00000157895	C12orf43	-1
ENSG00000157933	SKI	-1
ENSG00000158062	UBXN11	-1
ENSG00000158109	TPRG1L	-1
ENSG00000158445	KCNB1	-1
ENSG00000158458	NRG2	-1
ENSG00000158467	AHCYL2	-1
ENSG00000158516	CPA2	-1
ENSG00000158560	DYNC1I1	-1
ENSG00000158571	PFKFB1	-1
ENSG00000158636	EMSY	-1
ENSG00000158639	PAGE5	-1
ENSG00000158691	ZSCAN12	-1
ENSG00000158825	CDA	-1
ENSG00000158887	MPZ	-1
ENSG00000159164	SV2A	-1
ENSG00000159200	RCAN1	-1
ENSG00000159208	CIART	-1
ENSG00000159374	M1AP	-1
ENSG00000159433	STARD9	-1
ENSG00000159445	THEM4	-1
ENSG00000159556	ISL2	-1
ENSG00000159685	CHCHD6	-1
ENSG00000159708	LRRC36	-1
ENSG00000159761	C16orf86	-1
ENSG00000159871	LYPD5	-1
ENSG00000159917	ZNF235	-1
ENSG00000159958	TNFRSF13C	-1
ENSG00000160049	DFFA	-1
ENSG00000160145	KALRN	-1
ENSG00000160183	TMPRSS3	-1
ENSG00000160208	RRP1B	-1
ENSG00000160285	LSS	-1
ENSG00000160339	FCN2	-1
ENSG00000160746	ANO10	-1
ENSG00000160799	CCDC12	-1
ENSG00000160803	UBQLN4	-1
ENSG00000160862	AZGP1	-1
ENSG00000160886	LY6K	-1
ENSG00000160949	TONSL	-1
ENSG00000161082	CELF5	-1
ENSG00000161243	FBXO27	-1
ENSG00000161542	PRPSAP1	-1
ENSG00000161609	KASH5	-1
ENSG00000162039	MEIOB	-1
ENSG00000162063	CCNF	-1
ENSG00000162076	FLYWCH2	-1
ENSG00000162174	ASRGL1	-1
ENSG00000162244	RPL29	-1
ENSG00000162267	ITIH3	-1
ENSG00000162344	FGF19	-1
ENSG00000162377	COA7	-1
ENSG00000162398	LEXM	-1
ENSG00000162441	LZIC	-1
ENSG00000162444	RBP7	-1
ENSG00000162543	UBXN10	-1
ENSG00000162545	CAMK2N1	-1
ENSG00000162551	ALPL	-1
ENSG00000162599	NFIA	-1
ENSG00000162620	LRRIQ3	-1
ENSG00000162631	NTNG1	-1
ENSG00000162636	FAM102B	-1
ENSG00000162669	HFM1	-1
ENSG00000162706	CADM3	-1
ENSG00000162729	IGSF8	-1
ENSG00000162746	FCRLB	-1
ENSG00000162747	FCGR3B	-1
ENSG00000162772	ATF3	-1
ENSG00000162817	C1orf115	-1
ENSG00000162836	ACP6	-1
ENSG00000162852	CNST	-1
ENSG00000163026	WDCP	-1
ENSG00000163214	DHX57	-1
ENSG00000163239	TDRD10	-1
ENSG00000163288	GABRB1	-1
ENSG00000163328	GPR155	-1
ENSG00000163331	DAPL1	-1
ENSG00000163376	KBTBD8	-1
ENSG00000163389	POGLUT1	-1
ENSG00000163449	TMEM169	-1
ENSG00000163464	CXCR1	-1
ENSG00000163491	NEK10	-1
ENSG00000163492	CCDC141	-1
ENSG00000163512	AZI2	-1
ENSG00000163517	HDAC11	-1
ENSG00000163539	CLASP2	-1
ENSG00000163554	SPTA1	-1
ENSG00000163558	PRKCI	-1
ENSG00000163577	EIF5A2	-1
ENSG00000163590	PPM1L	-1
ENSG00000163602	RYBP	-1
ENSG00000163605	PPP4R2	-1
ENSG00000163617	CCDC191	-1
ENSG00000163634	THOC7	-1
ENSG00000163635	ATXN7	-1
ENSG00000163636	PSMD6	-1
ENSG00000163655	GMPS	-1
ENSG00000163659	TIPARP	-1
ENSG00000163660	CCNL1	-1
ENSG00000163666	HESX1	-1
ENSG00000163681	SLMAP	-1
ENSG00000163686	ABHD6	-1
ENSG00000163689	CFAP20DC	-1
ENSG00000163702	IL17RC	-1
ENSG00000163704	PRRT3	-1
ENSG00000163710	PCOLCE2	-1
ENSG00000163719	MTMR14	-1
ENSG00000163734	CXCL3	-1
ENSG00000163737	PF4	-1
ENSG00000163739	CXCL1	-1
ENSG00000163749	CCDC158	-1
ENSG00000163755	HPS3	-1
ENSG00000163785	RYK	-1
ENSG00000163788	SNRK	-1
ENSG00000163807	KIAA1143	-1
ENSG00000163808	KIF15	-1
ENSG00000163812	ZDHHC3	-1
ENSG00000163818	LZTFL1	-1
ENSG00000163820	FYCO1	-1
ENSG00000163825	RTP3	-1
ENSG00000163827	LRRC2	-1
ENSG00000163832	ELP6	-1
ENSG00000163833	FBXO40	-1
ENSG00000163879	DNALI1	-1
ENSG00000163884	KLF15	-1
ENSG00000163898	LIPH	-1
ENSG00000163904	SENP2	-1
